A1;281;165
A2;316;165
A3;351;165
A4;386;165
A5;421;165
A6;456;165
A7;491;165
A8;526;165
A9;631;165
A10;666;165
A11;701;165
A12;736;165
A13;771;165
A14;806;165
A15;841;165
A16;876;165
A17;911;165
B1;281;195
B2;316;195
B3;351;195
B4;386;195
B5;421;195
B6;456;195
B7;491;195
B8;526;195
B9;561;195
B10;596;195
B11;631;195
B12;666;195
B13;701;195
B14;736;195
B15;771;195
B16;806;195
B17;841;195
B18;876;195
B19;911;195
C1;281;225
C2;316;225
C3;351;225
C4;386;225
C5;421;225
C6;456;225
C7;491;225
C8;526;225
C9;561;225
C10;596;225
C11;631;225
C12;666;225
C13;701;225
C14;736;225
C15;771;225
C16;806;225
C17;841;225
C18;876;225
C19;911;225
D1;281;255
D2;316;255
D3;351;255
D4;386;255
D5;421;255
D6;456;255
D7;491;255
D8;526;255
D9;561;255
D10;596;255
D11;631;255
D12;666;255
D13;701;255
D14;736;255
D15;771;255
D16;806;255
D17;841;255
D18;876;255
D19;911;255
E1;421;285
E2;456;285
E3;491;285
E4;526;285
E5;561;285
E6;596;285
E7;631;285
E8;666;285
E9;701;285
E10;736;285
E11;771;285
E12;806;285
E13;841;285
E14;876;285
E15;911;285
F1;421;315
F2;456;315
F3;491;315
F4;526;315
F5;561;315
F6;596;315
F7;631;315
F8;666;315
F9;701;315
F10;736;315
F11;771;315
F12;806;315
F13;841;315
F14;876;315
F15;911;315
G1;421;345
G2;456;345
G3;491;345
G4;526;345
G5;561;345
G6;596;345
G7;631;345
G8;666;345
G9;701;345
G10;736;345
G11;771;345
H1;421;375
H2;456;375
H3;491;375
H4;526;375
H5;561;375
H6;596;375
H7;631;375
H8;666;375
H9;701;375
H10;736;375
H11;771;375
I1;351;405
I2;386;405
I3;421;405
I4;456;405
I5;491;405
I6;526;405
I7;561;405
I8;596;405
I9;631;405
I10;666;405
I11;701;405
I12;736;405
I13;771;405
I14;806;405
I15;841;405
I16;876;405
I17;911;405
J1;281;435
J2;316;435
J3;351;435
J4;386;435
J5;421;435
J6;456;435
J7;491;435
J8;526;435
J9;561;435
J10;596;435
J11;631;435
J12;666;435
J13;701;435
J14;736;435
J15;771;435
J16;806;435
J17;841;435
J18;876;435
J19;911;435
